V64RF 442590  442888
V65RF 449557  449852
V66RF 454201  454496
V67RF 462423  462721
V68RF 470017  470312
V69RF 478527  478825
V70RF 485045  485340
V71RF 489382  489677
V72RF 500169  500464
V73RF 508100  508395
V74RF 522888  523183
V75RF 526321  526616
V76RF 538094  538389
V77RF 567355  567653
V78RF 572397  572695
V79RF 575083  575378
V80RF 583389  583684
V81RF 594747  595045
V82RF 607338  607633
V83RF 616495  616793
V84RF 633605  633900
V85RF 637838  638136
V86RF 645855  646150
V87RF 651145  651464
V88RF 657297  657595
V89RF 673127  673425
V90RF 683762  684057
V91RF 694693  694991
V92RF 699762  700057
V93RF 705812  706101
V94RF 731650  731945
V95RF 739090  739376
V96RF 751476  751771
V97RF 763016  763314
V98RF 770505  770800
V99RF 781231  781529
V100RF 788053  788348
V101RF 795357  795652
V102RF 806396  806694
V103RF 811997  812295
V104RF 815265  815563
V105RF 830607  830905
V106RF 837593  837891
V107RF 843247  843542
V108RF 849125  849423
V109RF 863753  864048
V110RF 866974  867269
V111RF 874917  875221
V112RF 885259  885554
V113RF 894236  894534
V114RF 906239  906537
V115RF 914069  914364
V116RF 954968  955263
V117RF 960301  960596
V118RF 974118  974419
V199RF 213152  213444
