V41RF 377091  377404
V42RF 429919  430217
V43RF 448936  449237
V44RF 466827  467140
V45RF 489129  489445
V46RF 497323  497627
V47RF 515103  515416
V48RF 520017  520330
V49RF 523451  523764
V50RF 528118  528416
V51RF 536209  536522
V52RF 561291  561604
V53RF 569513  569811
V54RF 589684  589985
V55RF 629216  629514
V56RF 663087  663385
V57RF 699980  700296
V58RF 713630  713928
V59RF 729146  729459
V60RF 734141  734454
V61RF 753060  753373
V62RF 774938  775236
V63RF 782904  783217
V197RF 733293  733594
V198RF 738179  738495
